CAND_ID,CAND_NAME,CAND_ICI,CAND_PTY_AFFILIATION,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,TTL_RECEIPTS
H0TX31113,"BRAVO, JEREMY JOHN",C,DEM,TX,31,9470
H0TX31121,"JANJIGIAN, DAN",C,DEM,TX,31,138293.05
H0TX31147,"YOUNG, TAMMY",C,DEM,TX,31,114296.49
H0TX31154,"GRIMES, MICHAEL EDWARD",C,DEM,TX,31,18600
H8TX31033,"MANN, CHRISTINE EADY",C,DEM,TX,31,372445.57
H0TX31048,"WILLIAMS, MICHAEL HOWARD",C,REP,TX,31,55869.95
H0TX31170,"WALL, CHRISTOPHER D",C,REP,TX,31,4712
H2TX31044,"CARTER, JOHN R. REP.",I,REP,TX,31,1573701.23
H8TX32098,"ALLRED, COLIN",I,DEM,TX,32,3801649.06
H0TX32046,"BURGESS, TANIA",C,REP,TX,32,16721.92
H0TX32061,"DUMDEI, MARK",C,REP,TX,32,20000
H0TX32087,"COLLINS, GENEVIEVE D",C,REP,TX,32,2652769.99
H0TX32095,"PHAM, NHAT-NAM NGUYEN",C,REP,TX,32,0
H0TX32103,"HOLLIS, JON",C,REP,TX,32,163542.77
H6TX32068,"TOKAR, JEFF",C,REP,TX,32,8687.56
H0TX32111,"SIGMON, JASON",C,IND,TX,32,11781.43
H0TX33044,"SEGURA, SEAN PAUL",C,DEM,TX,33,11656.16
H2TX33073,"VEASEY, MARC ALLISON MR.",I,DEM,TX,33,1158383.08
H0TX33010,"VASQUEZ, FABIAN",C,REP,TX,33,21693.49
H2TX06186,"QUINTANILLA, CARLOS",C,IND,TX,33,20464
H2TX27190,"VELA, FILEMON",I,DEM,TX,34,717408.76
H6TX34031,"GONZALEZ, REY DR.",C,REP,TX,34,13512
H0TX35031,"DALY, ANDREW OREN",C,DEM,TX,35,0
H4TX10028,"DOGGETT, LLOYD",I,DEM,TX,35,924031.54
H0TX35023,"MOUTOS, NICK ADEN",C,REP,TX,35,43288.75
H0TX35056,"MATA, JASON SR",C,IND,TX,35,0
H0TX36021,"LEWIS, BRANDON RASHAD",C,DEM,TX,36,4388.34
H0TX36013,"BOATMAN, R J",C,REP,TX,36,190580.08
H6TX02079,"BABIN, BRIAN",I,REP,TX,36,1025608.22
H0UT01148,"CHEEK, JAMIE",O,DEM,UT,01,28493.68
H0UT01213,"PARRY, DARREN BRUCE MR.",O,DEM,UT,01,18121.85
H0UT01114,"CANNON, TINA",O,REP,UT,01,147300.68
H0UT01130,"WITT, KATIE",O,REP,UT,01,267395.59
H0UT01155,"SHEPHERD, MARK",O,REP,UT,01,58613.24
H0UT01163,"STEVENSON, BOB",O,REP,UT,01,366911.79
H0UT01171,"GIBSON, KERRY W.",O,REP,UT,01,254953.01
H0UT01189,"DURBANO, DOUGLAS",O,REP,UT,01,240845.71
H0UT01205,"MOORE, BLAKE",O,REP,UT,01,410654.72
H2UT01094,"BISHOP, ROBERT",I,REP,UT,01,162.54
H2UT02316,"WALLACK, HOWARD",O,REP,UT,01,113442.39
H0UT02286,"JOLIN, ASHLEY",C,DEM,UT,02,10396.42
H0UT02302,"WESTON, JOHN KAEL MR",C,DEM,UT,02,156336.9
H8UT02271,"HOPKINS, RANDY",C,DEM,UT,02,7729.54
H0UT02245,"BURKETT, MARY",C,REP,UT,02,46488.62
H0UT02294,"JORGENSEN, CARSON",C,REP,UT,02,3565
H2UT02324,"STEWART, CHRIS",I,REP,UT,02,692030.21
H0UT02310,"JARVIS, JOSEPH QUINN DR.",C,OTH,UT,02,28589
H0UT03193,"THORPE, DEVIN D",C,DEM,UT,03,99541.04
H0UT03201,"ROBINSON, TREY",C,DEM,UT,03,0
H0UT03219,"ANDERSON, JARED LYLE",C,DEM,UT,03,1652
H0UT03227,"AADLER, TIM",C,REP,UT,03,108163.17
H8UT03238,"CURTIS, JOHN",I,REP,UT,03,621762.33
H0UT03185,"FUGAL, RUSSEL",C,IND,UT,03,392.82
H0UT04084,"BECKSTRAND, DANIEL",C,DEM,UT,04,8363.61
H8UT04053,"MCADAMS, BEN",I,DEM,UT,04,3435724.73
H0UT04019,"ANDERSON, KATHLEEN",C,REP,UT,04,308254.26
H0UT04035,"MCFARLAND, JAY",C,REP,UT,04,174038.61
H0UT04043,"COLEMAN, KIM",C,REP,UT,04,672969.09
H0UT04050,"HEMMERT, DAN",C,REP,UT,04,488618.42
H0UT04068,"BIESINGER, CHRIS",C,REP,UT,04,44200
H0UT04076,"OWENS, BURGESS",C,REP,UT,04,769098.81
H0UT04092,"CHRISTENSEN, TRENT MR.",C,REP,UT,04,100617.78
H0UT04027,"BRODERICK, JONIA MARIE",C,OTH,UT,04,21210.79
H0VA01235,"RASHID, QASIM",C,DEM,VA,01,590878.14
H8VA01303,"WILLIAMS, LAVANGELENE A",C,DEM,VA,01,142480.8
H8VA01147,"WITTMAN, ROBERT J MR.",I,REP,VA,01,1119926.58
H8VA02111,"LURIA, ELAINE",I,DEM,VA,02,3927054.81
H0VA02092,"LOYOLA, BENITO BEN JR",C,REP,VA,02,200274.01
H0VA02118,"TAYLOR, SCOTT W. MR.",C,REP,VA,02,897813.62
H0VA02167,"BAAN, ANDY",C,REP,VA,02,25450
H0VA02175,"BELL, JAROME",C,REP,VA,02,251634.7
H6VA01117,"SCOTT, ROBERT C",I,DEM,VA,03,525800.74
H0VA03124,"COLLICK, JOHN WILLIAM MR. JR.",C,REP,VA,03,49181.22
H0VA03132,"MADISON DOWNS, JOHN HARRISON",C,REP,VA,03,5806.67
H0VA03140,"BURKE, GEOFFREY R",C,REP,VA,03,5070
H0VA03165,"YACUS, GEORGE MICHAEL",C,REP,VA,03,6523.47
H0VA04080,"LEVINE, RONGERLIS CAZEL",C,DEM,VA,04,21712
H6VA04061,"MCEACHIN, ASTON DONALD",I,DEM,VA,04,657704.71
H0VA04064,"BENJAMIN, LEON MR. SR.",C,REP,VA,04,189817.74
H0VA05137,"DAUGHERTY, KIMBERLY MARIE",C,DEM,VA,05,28008.7
H0VA05145,"WEBB, BRYANT CAMERON",C,DEM,VA,05,1364315.47
H0VA05152,"LESINSKI, JOHN",C,DEM,VA,05,328089.75
H0VA05178,"RUSSO, CLAIRE",C,DEM,VA,05,728935.47
H8VA05114,"HUFFSTETLER, ROGER DEAN RD",C,DEM,VA,05,1023671.92
H8VA10189,"AYYAS, SHADI",C,DEM,VA,05,103693.39
H0VA05160,"GOOD, ROBERT",C,REP,VA,05,262031.55
H8VA05171,"RIGGLEMAN, DENVER LEE MR. III",I,REP,VA,05,1620055.24
H0VA06044,"BETTS, NICHOLAS",C,DEM,VA,06,11306.5
H8VA06104,"CLINE, BENJAMIN LEE",I,REP,VA,06,582221.45
H8VA07094,"SPANBERGER, ABIGAIL",I,DEM,VA,07,4930158.37
H0VA07109,"RAMIREZ, TINA MARIE MRS.",C,REP,VA,07,373765
H0VA07117,"ROBERGE, JASON ALEXANDER",C,REP,VA,07,9777.8
H0VA07125,"KNAGGS, ANDREW FERRIERES",C,REP,VA,07,165576.73
H0VA07133,"MCGUIRE, JOHN J. MR. III",C,REP,VA,07,670199.23
H0VA07141,"WILLIAMS, BRIDGETTE",C,REP,VA,07,5329.95
H0VA07158,"FREITAS, NICK J",C,REP,VA,07,1031226.35
H4VA07127,"GREENWALD, PETER THOMAS",C,REP,VA,07,16095.84
H4VA07143,"BRAT, DAVID ALAN",C,REP,VA,07,8374.21
H4VA08224,"BEYER, DONALD STERNOFF HONORABLE JR.",I,DEM,VA,08,1354215.39
H0VA08180,"ELLMORE, MARK W",C,REP,VA,08,16705
H0VA08198,"JORDAN, JEFF",C,REP,VA,08,38868.57
H8VA08167,"WEBB, MAJOR MIKE MR.",C,REP,VA,08,367747.11
H0VA08172,"KIM, HEERAK CHRISTIAN",C,NPA,VA,08,1385.52
H0VA09121,"DICKERSON, CAMERON D.",C,DEM,VA,09,124.62
H0VA09055,"GRIFFITH, H MORGAN",I,REP,VA,09,631757.46
H8VA10106,"WEXTON, JENNIFER",I,DEM,VA,10,2961318.92
H0VA10160,"JONES, ROB",C,REP,VA,10,527576.63
H0VA10178,"STONE, ELIZABETH",C,REP,VA,10,500
H0VA10186,"ANDREWS, ALISCIA",C,REP,VA,10,334672.13
H0VA10194,"TRUONG, MATTHEW DO MR",C,REP,VA,10,121406.09
H8VA11070,"DOVE, JEFFERY ANTHONY MR. JR.",C,REP,VA,10,518846.02
H0VA11119,"MOHSINI, ZAINAB",C,DEM,VA,11,30424.71
H8VA11062,"CONNOLLY, GERALD EDWARD",I,DEM,VA,11,1603139.46
H0VA11127,"ANANTATMULA, MANGA MANGA",C,REP,VA,11,90824.96
H8VA11088,"PORTER, STEVAN MICHAEL MR.",C,LIB,VA,11,502.77
H2VI00082,"PLASKETT, STACEY",I,DEM,VI,00,252143
H0VT01054,"STRAW, ANDREW U. D. ESQ.",C,DEM,VT,00,0
H6VT00160,"WELCH, PETER",I,DEM,VT,00,557999.63
H0VT01062,"RODRIGUEZ, JIMMY",C,REP,VT,00,590150
H8VT01065,"TYNIO, NATASHA",C,REP,VT,00,490
H0WA08046,"DELBENE, SUZAN K",I,DEM,WA,01,1561706.19
H0WA01124,"CHARTRAND, DEREK",C,REP,WA,01,6811
H8WA01077,"BEELER, JEFFREY ALLEN SR.",C,REP,WA,01,33495.64
H0WA02080,"LARSEN, RICK",I,DEM,WA,02,882241.17
H0WA02189,"CALL, JASON",C,DEM,WA,02,45136.56
H0WA02197,"HAZELO, TIMOTHY SCOTT",C,REP,WA,02,13375
H0WA03237,"KHALIL, PETER",C,DEM,WA,03,67095.98
H8WA03198,"LONG, CAROLYN N.",C,DEM,WA,03,2360581.88
H0WA03187,"HERRERA BEUTLER, JAIME",I,REP,WA,03,2914401.93
H6WA04141,"MCKINLEY, DOUGLAS E. JR.",C,DEM,WA,04,35153.95
H0WA04128,"SLOOT, SARENA",,REP,WA,04,3576.11
H0WA04136,"WRIGHT, TRACY JUSTICE",,REP,WA,04,0
H4WA04104,"NEWHOUSE, DAN",I,REP,WA,04,782280.27
H0WA05125,"ARMITAGE, CHRISTOPHER",C,DEM,WA,05,149002.98
H0WA05133,"WILSON, DAVE",,DEM,WA,05,28555
H2WA05048,"CHASE, ROBERT",C,REP,WA,05,6054.87
H4WA05077,"MCMORRIS RODGERS, CATHY",I,REP,WA,05,2915300.88
H0WA06099,"PARSON, REBECCA",C,DEM,WA,06,255422.61
H2WA06129,"KILMER, DEREK",I,DEM,WA,06,1814427.18
H0WA06081,"KREISELMAIER, ELIZABETH",C,REP,WA,06,79185.21
H6WA07458,"JAYAPAL, PRAMILA",I,DEM,WA,07,1911255.45
H4WA07073,"KELLER, CRAIG",,REP,WA,07,810
H8WA08189,"SCHRIER, KIM DR.",I,DEM,WA,08,3243427.77
H0WA08103,"JENSEN, JESSE",C,REP,WA,08,192207.99
H2WA08166,"SWANK, KEITH ROLAND",C,REP,WA,08,20054
H6WA09025,"SMITH, D. ADAM",I,DEM,WA,09,960015.46
H4WA09061,"BASLER, DOUGLAS MICHAEL",,REP,WA,09,5916
H0WA03161,"HECK, DENNIS",I,DEM,WA,10,491719.82
H0WA10034,"STRICKLAND, MARILYN",O,DEM,WA,10,603073.14
H0WA10042,"REEVES, KRISTINE",O,DEM,WA,10,579655.02
H0WA10059,"GARDNER, PHIL",O,DEM,WA,10,180562.77
H0WA10075,"DOGLIO, BETH",O,DEM,WA,10,617579.58
H0WA10117,"BACON, MARY",,DEM,WA,10,23875
H0WA10125,"LEMAY, ERIC N MR.",,DEM,WA,10,11903.5
H0WA10026,"TATE, RYAN",O,REP,WA,10,2500
H0WA10067,"HEWETT, DON",O,REP,WA,10,200.12
H0WA10083,"INGRIM, RIAN",O,REP,WA,10,8850
H0WA10091,"JOHNSON, DEAN",O,REP,WA,10,7333.61
H0WA10109,"MAYNARD, JACKSON",O,REP,WA,10,64797.77
H8WA10037,"SLOTNICK, NANCY DAILEY",O,REP,WA,10,48999
H0WA10018,"COLLINS, JOSHUA",O,W,WA,10,249064.82
H0WI01104,"RANDAZZA-PADE, JOSHUA JERRY",C,DEM,WI,01,61643.77
H0WI01112,"CUNNINGHAM, ANGELA",C,DEM,WI,01,17941
H0WI01120,"POLACK, ROGER",C,DEM,WI,01,235438.86
H8WI01156,"STEIL, BRYAN GEORGE",I,REP,WI,01,2537291.85
H2WI02124,"POCAN, MARK",I,DEM,WI,02,870757.78
H8WI02121,"THERON, DANIEL PETER",C,REP,WI,02,26120
H0WI03100,"BONNER, JUSTIN",C,DEM,WI,03,691.76
H0WI03118,"NEUMANN, MARK",C,DEM,WI,03,33302.19
H6WI03099,"KIND, RONALD JAMES",I,DEM,WI,03,1600357.83
H0WI03142,"GARSKE, JOHN MR.",C,REP,WI,03,121475.79
H0WI03159,"EBBEN, JESSI",C,REP,WI,03,169292.26
H0WI03175,"VAN ORDEN, DERRICK F. MR.",C,REP,WI,03,727433.45
H4WI04183,"MOORE, GWEN S",I,DEM,WI,04,900016.3
H8WI05165,"PALZEWICZ, TOM",O,DEM,WI,05,175157.67
H0WI05113,"FITZGERALD, SCOTT L",O,REP,WI,05,784647.74
H0WI05121,"DETEMPLE, CLIFFORD JAMES",O,REP,WI,05,205282.06
H8WI09050,"SENSENBRENNER, F. JAMES JR.",O,REP,WI,05,63155.09
H0WI06178,"BOOR, MATTHEW",C,DEM,WI,06,10925
H0WI06186,"KING, JESSICA JEANE MS",C,DEM,WI,06,107305.85
H0WI06194,"WASHBURN, AMY IRENE MS.",C,DEM,WI,06,14125.5
H0WI06210,"BEARDSLEY, MICHAEL GRANT",C,DEM,WI,06,9648.52
H4WI06048,"GROTHMAN, GLENN S.",I,REP,WI,06,1242413.01
H0WI07135,"ZUNKER, TRICIA",C,DEM,WI,07,844062.68
H0WI07051,"DUFFY, SEAN",I,REP,WI,07,905486.82
H0WI07101,"TIFFANY, TOM",I,REP,WI,07,1853788.57
H0WI07119,"OPELA, MICHAEL PAUL MR. SR.",C,REP,WI,07,6971
H0WI07127,"CHURCH, JASON",C,REP,WI,07,808622.16
H0WI08125,"STUCK, AMANDA",C,DEM,WI,08,260908.27
H6WI08155,"GALLAGHER, MICHAEL JOHN",I,REP,WI,08,2472150.77
H0WV01114,"CLINE, NATALIE MS.",C,DEM,WV,01,40879.08
H0WV01072,"MCKINLEY, DAVID B. MR.",I,REP,WV,01,747051.75
H0WV02179,"KUNKEL, CATHERINE",C,DEM,WV,02,327570.57
H0WV02187,"HAHN, MATTHEW ABNER MD",C,REP,WV,02,17795
H4WV02080,"MOONEY, ALEXANDER XAVIER",I,REP,WV,02,1484967.5
H0WV03144,"WATSON, EUGENE LACY",C,DEM,WV,03,160
H0WV03151,"TURNER, HILARY",C,DEM,WV,03,20623.64
H0WV03177,"DAVIS, PAUL E",C,DEM,WV,03,8882.61
H8WV03097,"MILLER, CAROL DEVINE",I,REP,WV,03,601605.19
H0WY01028,"BEACH, CARL",C,DEM,WY,00,7706.85
H0WY01036,"GREY BULL, LYNNETTE",,DEM,WY,00,6865
H6WY00159,"CHENEY, ELIZABETH MRS.",I,REP,WY,00,2233595.75
H8WY01070,"STANLEY, BLAKE",C,REP,WY,00,1280.38
P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",O,DEM,00,00,167680.59
P00005868,"GREENE, ROSALIND FRANCINA",C,DEM,00,00,0
P00005942,"WIAND, FRED",C,DEM,00,00,15040.27
P00006171,"CLIFTON, TIRELL ALEXANDER MAXWELL REV.",C,DEM,00,00,0
P00006197,"WASHINGTON, JOHN III",C,DEM,00,00,5000
P00006213,"DELANEY, JOHN K.",C,DEM,00,00,23292930.01
P00006296,"ANTHONY, NAKIA LACQUERS",C,DEM,00,00,6363
P00006486,"YANG, ANDREW MR.",C,DEM,00,00,41547457.13
P00006981,"FARBER, RYAN ANDREW",C,DEM,00,00,456
P00007179,"FORSMAN, CATHERINE ANNE",C,DEM,00,00,1926.02
P00008003,"SMITH, SHARMIN LYNN",C,DEM,00,00,6294.8
P00008102,"VON BEVERN, RYAN NICHOLAS",C,DEM,00,00,2160.74
P00008532,"BRADFORD, DAPHNE DENISE",C,DEM,00,00,59
P00008565,"HOWE, ALAN",C,DEM,00,00,18697.47
P00008573,"SIMPSON, GLENN SCOTT ALLISTAIR MR.",C,DEM,00,00,0
P00008763,"OJEDA, RICHARD NEECE II",C,DEM,00,00,20347.63
P00008946,"POWERS, CHRISTIN NOEL MS.",C,DEM,00,00,212930.2
P00009183,"GABBARD, TULSI",C,DEM,00,00,15220885.15
P00009225,"SENEY, RAYMOND J",C,DEM,00,00,2939.89
P00009290,"GILLIBRAND, KIRSTEN",C,DEM,00,00,15951804.59
P00009423,"HARRIS, KAMALA D.",C,DEM,00,00,41662578.08
P00009456,"WILSON, KURTIS KING MR",C,DEM,00,00,2800
P00009514,"BITTAY-D'INTINO, CARRIE RN",C,DEM,00,00,0
P00009621,"WARREN, ELIZABETH",C,DEM,00,00,130323300.87
P00009795,"BOOKER, CORY A.",C,DEM,00,00,26032480.84
P00009910,"WILLIAMSON, MARIANNE",C,DEM,00,00,8227159.4
P00010108,"LEFFERT, AKIVA",C,DEM,00,00,1073.83
P00010272,"MASON DO (RET), DR. JOHN CHRISTIPHER",C,DEM,00,00,0
P00010454,"INSLEE, JAY R",C,DEM,00,00,6942574.55
P00010520,"HICKENLOOPER, JOHN W.",C,DEM,00,00,3509495.14
P00010587,"PIERCE, MARK ALLAN",C,DEM,00,00,17756.75
P00010793,"O'ROURKE, ROBERT BETO",C,DEM,00,00,684485.11
P00010827,"MESSAM, WAYNE MARTIN",C,DEM,00,00,126917.87
P00011254,"GRAVEL, MAURICE ROBERT",C,DEM,00,00,330059.27
P00011312,"SWALWELL, ERIC MICHAEL",C,DEM,00,00,2604856.44
P00011338,"RYAN, TIMOTHY J.",C,DEM,00,00,1341246.39
P00011726,"GLEIBERMAN, BEN",C,DEM,00,00,69552.77
P00011759,"VOGEL-WALCUTT, JENNIFER",C,DEM,00,00,45763
P00011791,"HOROWITZ, AMI",C,DEM,00,00,56859.22
P00011833,"BENNET, MICHAEL F.",C,DEM,00,00,7520395.5
P00011866,"MOULTON, SETH",C,DEM,00,00,2303262.98
P00011999,"BULLOCK, STEVE",C,DEM,00,00,5657893.29
P00012054,"DE BLASIO, BILL",C,DEM,00,00,1423278.97
P00012146,"NEWNAN, BRIAN DEAN",C,DEM,00,00,1
P00012427,"MCINNIS, CHARLETA",C,DEM,00,00,20262.39
P00012435,"RUSSELL, CLINE 372867130504006 MR",C,DEM,00,00,0
P00012567,"SESTAK, JOSEPH A JR",C,DEM,00,00,449344.58
P00012716,"STEYER, TOM",C,DEM,00,00,351944080.65
P00013201,"BOYD, MOSEMARIE DORA (""MOSIE"")",C,DEM,00,00,20568.73
P00013664,"GUNTER, JOHN CLYDE",C,DEM,00,00,0
P00013904,"HOWARD, ADRIENNE",C,DEM,00,00,533.53
P00014530,"BLOOMBERG, MICHAEL R.",C,DEM,00,00,1113800009.88
P00014613,"DE LA FUENTE, ROQUE III",C,DEM,00,00,7250
P00014910,"WELCH, PAUL LENHART",C,DEM,00,00,0
P00015669,"HALL, ELLA REE",C,DEM,00,00,5398.86
P00016048,"MOORE, R. DENNIS",C,DEM,00,00,0
P00016360,"GOMEZ, PAMELA MARIE MS.",,DEM,00,00,75
P20004347,"ELY, BOB (ROBERT MOULTON-ELY)",C,DEM,00,00,57026.37
P20005229,"SHREFFLER, DOUG (I)",C,DEM,00,00,184987.55
P40002214,"DEAN, HOWARD",C,DEM,00,00,14.48
P40002347,"EDWARDS, JOHN",O,DEM,00,00,0
P40002404,"SHARPTON, REV ALFRED C",C,DEM,00,00,0
P60000452,"LAROUCHE, LYNDON H JR",C,DEM,00,00,0
P60006244,"QUARTEY, MARY AKU",C,DEM,00,00,20000
P60007168,"SANDERS, BERNARD",C,DEM,00,00,218222605.08
P60007671,"O'MALLEY, MARTIN JOSEPH",O,DEM,00,00,0
P60021508,"GREENSTEIN, MARK",C,DEM,00,00,2400
P80000268,"CARTER, WILLIE FELIX",C,DEM,00,00,4254.82
P80000722,"BIDEN, JOSEPH R JR",C,DEM,00,00,278853303.68
P80003916,MICHEL ANISSA POWELL DR,C,DEM,00,00,5855950
P80004765,"HEWES, HENRY",C,DEM,00,00,407688.06
P80006117,"KLOBUCHAR, AMY J.",C,DEM,00,00,54094204
P00003608,"CAIN, HERMAN",C,REP,00,00,0
P00004861,"BICKELMEYER, MICHAEL",C,REP,00,00,485
P00005439,"COLLINS, JOE EDWARD III",C,REP,00,00,235000
P00006528,"HERZ, DAVID RAPHAEL MR.",C,REP,00,00,150
P00006890,"SAJNA, CYRUS MR.",C,REP,00,00,0
P00007039,"SMITH, ROBERT EUGENE",C,REP,00,00,237
P00007492,"BENZEL, JULIANNE ELIZABETH MRS.",C,REP,00,00,120607.86
P00007823,"LEE, HUHNKIE",C,REP,00,00,2916
P00008219,"PRIDMORE, JAY P",C,REP,00,00,0
P00009167,"BRAINARD, CHRISTOPHER",C,REP,00,00,101225.45
P00009951,"PEPPE, JAMES",C,REP,00,00,56501
P00010033,"VILLARI, TIMOTHY MICHAEL MR.",C,REP,00,00,21205.24
P00010546,"THOMAE, KEITH MD FACS",C,REP,00,00,24
P00011239,"WELD, WILLIAM FLOYD (BILL)",C,REP,00,00,2078157.86
P00012708,"KAWCZYNSKI, TOM",C,REP,00,00,0
P00012799,"BELLAR, BARBARA RUTH DR.",C,REP,00,00,5050.75
P00013037,"INVICTUS, AUGUSTUS",C,REP,00,00,4535.71
P00013276,"WALSH, JOE",C,REP,00,00,554905.11
P00013482,"HORN, LAWRENCE ROBERT",C,REP,00,00,5020
P00013649,"SANFORD, MARSHALL HON",C,REP,00,00,131792.66
P00014340,"MATERN, MATTHEW",C,REP,00,00,1027067.96
P00014381,"GYURKO, ZOLTAN ISTVAN",C,REP,00,00,51511.77
P00015131,"RODEO, KENNY",C,REP,00,00,0
P20002721,"SANTORUM, RICHARD J.",O,REP,00,00,9178.13
P20002978,"BACHMANN, MICHELE",C,REP,00,00,2855.84
P20003109,"MCCOTTER, THADDEUS G",C,REP,00,00,0
P40003824,"FRAYER, DONALD ROBERT",,REP,00,00,700.7
P60003654,"GINGRICH, NEWT",C,REP,00,00,95.28
P60005915,"CARSON, BENJAMIN S SR MD",O,REP,00,00,13463.06
P60006046,"WALKER, SCOTT",O,REP,00,00,216886.89
P60006111,"CRUZ, RAFAEL EDWARD ""TED""",O,REP,00,00,0
P60006723,"RUBIO, MARCO",O,REP,00,00,5000
P60007572,"PATAKI, GEORGE E",O,REP,00,00,0
P60008059,"BUSH, JEB",O,REP,00,00,23.56
P60013281,"SHERRIL, PETER WILLIAM",C,REP,00,00,2900
P60016342,"DE  LA  FUENTE, ROQUE ROCKY",C,REP,00,00,13979681.08
P60022043,"PUSKAR, MICHAEL BRANDON",C,REP,00,00,2557
P80000748,"PAUL, RON",C,REP,00,00,0
P80001571,"TRUMP, DONALD J.",I,REP,00,00,275150766.2
P80003353,"ROMNEY, MITT / PAUL D. RYAN",C,REP,00,00,177924.99
P80003379,"GILMORE, JAMES S III",O,REP,00,00,0
P80003817,"WUENSCHE, VERNON EDGAR",C,REP,00,00,0
P00005959,"DISNEY, GARY DENNIS",C,AMP,00,00,0
P00014159,"KRAUT, CHARLES WILLIAM",C,CON,00,00,4246.11
P00014209,"BLANKENSHIP, DON",C,CON,00,00,41000
P20003851,"ELGAR, MISS BETSY PAULINE",C,CON,00,00,4824617973
P00010900,"ARANJO, ROLAND",C,GRE,00,00,2047
P00012211,"HAWKINS, HOWIE",C,GRE,00,00,218625.89
P00013094,"MOYOWASIFZA-CURRY, SEDINAM KINAMO CHRI",C,GRE,00,00,7129.76
P00013185,"LAMBERT, DENNIS",C,GRE,00,00,2867.87
P00013292,"ROLDE, DAVID",C,GRE,00,00,8443.23
P00014357,"BUCHSER-LOCHOCKI, SUSAN",C,GRE,00,00,12447.07
P20003984,"STEIN, JILL",O,GRE,00,00,150000
P40003279,"MESPLAY, KENT PHILIP",C,GRE,00,00,40
P80004369,"AUGUSTSON, ALAN",C,GRE,00,00,306.59
P00003962,"SCHRINER, JOSEPH CHARLES",C,IND,00,00,480
P00005314,"JORGENSON, CHAD MICHAEL",C,IND,00,00,0
P00005363,"SRAIL, JAMES RYAN MR.",C,IND,00,00,0
P00006684,"FULLER, REV VERONICA RONNIE",C,IND,00,00,770
P00008342,"COLLINSON, SEAN",C,IND,00,00,0
P00008524,"GLASS, ANGELA",C,IND,00,00,0
P00009191,"OTT, MICHAEL JAMES MR.",C,IND,00,00,995.2
P00010124,"HUNTER, DARIO DAVID",C,IND,00,00,27880.28
P00010660,"MCCRAY, VALERIE LIN DR.",C,IND,00,00,14786
P00010835,"BRADFORD, SCOTT",C,IND,00,00,325
P00011189,"HOWARD, SHAWN W",C,IND,00,00,2835
P00011445,"SMITH, ANTONIO T. JR.",C,IND,00,00,1869
P00011635,"DOUG, JENKINS",C,IND,00,00,555.16
P00011643,"KENNEDY, CODY MR.",C,IND,00,00,0
P00011767,"PAUL, ADAM NICHOLAS",C,IND,00,00,4729.22
P00012039,"CHARLES, MARK R.",C,IND,00,00,104559.67
P00013631,"TAYLOR, HORACE DONALD",C,IND,00,00,551.91
P00015651,"ELLIOTT, CLAIRE ELISABETH",C,IND,00,00,0
P20002630,"TITTLE, SHEILA SAMM MPRESIDENT",C,IND,00,00,0
P20004099,"WHEELOCK, TERRY WAYNE",C,IND,00,00,0
P60003076,"KEYES, ALAN L",O,IND,00,00,0
P60004991,"LLOYD, JUNE LA'GAY",C,IND,00,00,0
P60005303,"FOX, CHERUNDA LYNN",C,IND,00,00,1518.94
P60008489,"COSTELLO, REGIS J",O,IND,00,00,0
P60011517,"BERRY, JOEY",C,IND,00,00,0
P60022654,"MCMULLIN, EVAN / MINDY FINN",O,IND,00,00,0
P80003643,"ELLIOTT, CLAIRE ELISABETH",C,IND,00,00,0
P00006841,"KOKESH, ADAM",C,LIB,00,00,47479.96
P00008185,"RICHEY, STEVEN ALLEN",C,LIB,00,00,2555.98
P00009696,"BEHRMAN, DAN TAXATION IS THEFT",C,LIB,00,00,50043888.1
P00010231,"HARTLIEP, BRAD",C,LIB,00,00,0
P00010983,"ROBB, SAMUEL JOSPEH",C,LIB,00,00,12940
P00011023,"RUFF, KIMBERLY MARGARET",C,LIB,00,00,18958.39
P00011437,"SCHRADER, STEPHEN JAMES",C,LIB,00,00,0
P00011619,"PHILLIPS, JOHN R JR",C,LIB,00,00,5343.17
P00012104,"ARMSTRONG, KENNETH REED",C,LIB,00,00,20360.41
P00012278,"BLEVINS, KENNETH",C,LIB,00,00,1505.19
P00012492,"SUPREME, VERMIN LOVE",C,LIB,00,00,74433.7
P00013433,"WHITNEY, ELLERTON PRATT MARK III",C,LIB,00,00,100230.99
P00013524,"JORGENSEN, JO",C,LIB,00,00,785340.48
P00014175,"HORNBERGER, JACOB GEORGE MR.",C,LIB,00,00,85471.63
P00014746,"VANACORE, LOUIS DEAN",C,LIB,00,00,0
P00015289,"MONDS, JOHN",C,LIB,00,00,6317.89
P00015297,"AVOURIS, AARON PATRICK",C,LIB,00,00,1.25
P00015933,"GRAY, JIM",C,LIB,00,00,6146
P00016030,"MCCUTCHEON, SHAUN",C,LIB,00,00,65905.42
P20002671,"JOHNSON, GARY / WILLIAM ""BILL"" WELD",O,LIB,00,00,0
P60008075,"CHAFEE, LINCOLN DAVENPORT MR.",C,LIB,00,00,84687.09
P00012153,"GERHARDT, ERIK",C,LP,00,00,0
P00000679,"CARROLL, JERRY LEON",C,NNE,00,00,120
P00012187,"SMITH, DWIGHT STANFORD",C,NNE,00,00,0
P60016920,"PRAG, CHOMI",C,NNE,00,00,0
