name,state,description,website,donation_url,logo_url,issues
Mass Alliance,MA,"The hub for players in progressive advocacy and politics to build power and win public policy in Massachusetts, with twenty-eight organizations including environmental groups, labor unions, community base-building organizations, and organizations that advocate for LGBT, racial, and gender equality. Members range broadly in size, strategy, constituency, and priorities, but are committed to working together to advance a shared agenda.",http://www.massalliance.org/,,https://wp.movement.vote/wp-content/uploads/MassAlliance-logo-250x250.jpg,"Climate / Environment, Economic Justice, LGBTQ, Racial Justice, Reproductive Justice"
Massachusetts Community Action Network (MCAN),MA,"This PICO affiliate is one of the state’s leaders on major economic and racial justice campaigns, including current efforts to raise the minimum wage, increase taxes on millionaires to fund education and transportation, and reduce mass incarceration and its effects. They helped win minimum wage and earned sick policies by collecting 93,000 signatures and having more than 12,000+ live conversations with voters while developing a base of volunteer leaders.",http://mcan-pico.org,,https://wp.movement.vote/wp-content/uploads/MassachusettsCommunitiesActionNetwork-logo-250x250.jpg,"Economic Justice, Racial Justice"
Massachusetts Immigrant and Refugee Advocacy Coalition (MIRA),MA,"MIRA is the largest organization in New England promoting the rights and integration of immigrants and refugees, serving one million foreign-born residents and more than 130 member organizations with policy advocacy, organizing, leadership development, citizenship assistance, voter engagement, and other initiatives that build organizational capacity. They also serve immigrants in New Hampshire through the New Hampshire Alliance for Immigrants and Refugees (NHAIR).",https://www.miracoalition.org,,https://wp.movement.vote/wp-content/uploads/MassachusettsImmigrantRefugeeAdvocacyCoalition-logo-250x250.jpg,Immigrant Rights
Massachusetts Voter Education Network (MassVOTE),MA,A statewide voting rights and issue advocacy organization working to promote election access and equity in typically disenfranchised communities through grassroots organizing and non-traditional methods of outreach. They also have a youth leadership development program and work to get local nonprofits involved in civic engagement work.,http://massvote.org/,,https://wp.movement.vote/wp-content/uploads/MassachusettsVoterEducationNetwork-logo-250x250.jpg,Voting Rights
Massachusetts Voter Table,MA,"One of the leading statewide coalitions of community-based organizations who unite to build transformative power of low-income people, people of color, and immigrants. They help groups build leadership and increase voter participation in these communities to advance an economic and racial justice agenda, by providing training, tools and support to build organizational capacity.",,,https://wp.movement.vote/wp-content/uploads/MassachusettsVoterTable-logo-250x250.jpg,
Neighbor to Neighbor MA Action / Education Fund,MA,"A strong grassroots organization and affiliate of People’s Action and the Center for Popular Democracy, N2N-MA builds power among people of color, immigrants, and the working-class in Holyoke, Lynn, Springfield, and Worcester. They fight for economic, environmental, and racial justice and engage 10,000 voters in the electoral process. Chapters have elected some of their 15,000 members to office and won key victories on criminal justice reform and fair taxation.",http://www.n2nma.org,,https://wp.movement.vote/wp-content/uploads/NeighborToNeighborMA-logo-250x250.jpg,"Climate / Environment, Economic Justice, Immigrant Rights, Racial Justice"
Progressive Democrats of Massachusetts,MA,"A statewide organization of concerned citizens organized to promote social justice, political reform, and progressive values throughout the Commonwealth focusing on local and state level issues. They do this through electoral and issue advocacy, networking, training, and coalition work. This year, they endorsed candidates and are engaging voters for the November elections.",https://www.progressivedemsofmass.org/,https://www.paypal.com/donate/?token=1CkTonmb6K3RaWtWagJ78i2pV2t0RYYxKet1Oh3gJmCh1vbgkAib_jr8gL01BE9nFlU1_W&country.x=US&locale.x=US?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/ProgressiveDemocratsofMassachussetts_logo-250x250.jpg,
Progressive Massachusetts,MA,"A statewide, member supported, grassroots organization with volunteer-led chapters across the state, primarily in the bellwether cities and towns west and north of Boston. Progressive Massachusetts publishes the only multi-issue progressive legislative scorecard in the state, and is focused on developing citizen activists to build the grassroots infrastructure necessary to take on an ambitious legislative agenda.",http://www.progressivemass.com/,https://secure.actblue.com/contribute/page/mvmt-ma-progressive-massachusetts-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/ProgressiveMassachusetts-logo-250x250.jpg,"Economic Justice, LGBTQ, Racial Justice"
482Forward,MI,"A citywide education organizing network in Detroit made up of neighborhood organizations, parents, and youth building power to win educational justice for all Detroit children. Due to their energized organizing efforts, they’ve succeeded in lowering chronic absenteeism in Brightmoor and Southwest Detroit and stopped unjust school closures. They are embarking on GOTV efforts, water access education, and equitable school funding campaigns.",https://www.482forward.org/,https://www.482forward.org/donate.html?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/482.jpg,Education
APIAVote Michigan,MI,"APIAVote-MI is a pan-Asian American organization that is diverse in ethnicity, age, generation status, socioeconomic status, religion, gender, and more. APIAVote-MI is committed to justice and equity for the Asian American community through grassroots mobilization, civic engagement, leadership development, and coalition building. APIAVote MI works heavily in the city of Hamtramck, the city with the largest Asian American population in the state, due primarily to the Yemeni, Bangladeshi, Pakistani, and Iraqi immigrants and refugees that have settled there. Hamtramck also became the first city in the country with a Muslim-majority on their city council.",http://www.apiavotemi.org,,https://wp.movement.vote/wp-content/uploads/APIAVote-MI_logo-250x250.jpg,"Immigrant Rights, Voting Rights"
Black Lives Matter Lansing / Liberation PAC,MI,"Black Lives Matter Lansing is the anchor for all Black Lives Matter groups around the state. Their voter engagement campaign is called “What Matters 2020”, launching in November. BLM is running a People’s Assembly process to build a statewide agenda.",http://liberationpac.org/BLMLansing,,https://wp.movement.vote/wp-content/uploads/blm-lansing-logo-250x250.jpg,"Climate / Environment, Economic Justice, Education, End Mass Criminalization, Immigrant Rights, LGBTQ, Racial Justice, Reproductive Justice, Voting Rights"
